,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
4229,Maruti,Swift,Dzire VXI 1.2 BS IV,2013,"1,69,893km",Petrol,First Owner,Sedan,Mumbai,378899.0
4230,Honda,Amaze,1.2 SMT I VTEC,2014,"1,46,858km",Petrol,First Owner,Sedan,Mumbai,401499.0
4231,Maruti,Swift,Dzire VDI BS IV,2013,"1,99,106km",Diesel,Second Owner,Sedan,Mumbai,406199.0
4232,Maruti,Swift,Dzire VDI BS IV,2012,"1,61,606km",Diesel,First Owner,Sedan,Mumbai,429299.0
4233,Tata,TIGOR,Revotron XT,2018,"16,715km",Petrol,First Owner,Sedan,Mumbai,579099.0
4234,Maruti,Swift,Dzire VDI BS IV,2012,"53,074km",Diesel,First Owner,Sedan,Mumbai,419599.0
4235,Volkswagen,Ameo,HIGHLINE 1.2,2016,"24,023km",Petrol,Second Owner,Sedan,Mumbai,484299.0
4236,Volkswagen,Vento,HIGHLINE PETROL,2014,"51,986km",Petrol,First Owner,Sedan,Mumbai,430299.0
4237,Tata,Zest,XMS QUADRAJET 90PS,2014,"40,060km",Diesel,First Owner,Sedan,Mumbai,405000.0
4238,Maruti,Ciaz,ALPHA 1.4 VVT AMT,2018,"15,412km",Petrol,First Owner,Sedan,Mumbai,813499.0
4239,Hyundai,Verna,FLUIDIC 1.6 VTVT SX AT,2014,"43,574km",Petrol,First Owner,Sedan,Mumbai,550000.0
4240,Honda,City,S MT PETROL,2010,"67,569km",Petrol,Second Owner,Sedan,Mumbai,275000.0
4241,Volkswagen,Ameo,COMFORTLINE 1.5,2017,"63,295km",Diesel,First Owner,Sedan,Mumbai,454199.0
4242,Skoda,Rapid,1.5 TDI AT ELEGANCE,2015,"69,112km",Diesel,First Owner,Sedan,Mumbai,536799.0
4243,Hyundai,Verna,FLUIDIC 1.6 SX VTVT,2013,"68,374km",Petrol,Second Owner,Sedan,Mumbai,354499.0
4244,Tata,TIGOR,Revotron XT,2017,"24,131km",Petrol,First Owner,Sedan,Mumbai,475000.0
4245,Maruti,Dzire,VXI AMT,2017,"36,745km",Petrol,First Owner,Sedan,Mumbai,610000.0
4246,Hyundai,Verna,FLUIDIC 1.6 SX VTVT,2012,"43,245km",Petrol,First Owner,Sedan,Mumbai,425000.0
4247,Honda,Amaze,1.2 SMT I VTEC,2014,"67,170km",Petrol,Second Owner,Sedan,Mumbai,366399.0
4248,Honda,City,S MT DIESEL,2014,"58,353km",Diesel,Second Owner,Sedan,Mumbai,470000.0
4249,Skoda,Rapid,1.6 MPI STYLE AT,2017,"41,413km",Petrol,First Owner,Sedan,Mumbai,704199.0
4250,Skoda,Rapid,1.6 TDI MT AMBITION,2013,"74,848km",Diesel,First Owner,Sedan,Mumbai,305000.0
4251,Hyundai,Verna,FLUIDIC 1.4 VTVT,2014,"32,631km",Petrol,First Owner,Sedan,Mumbai,490000.0
4252,Maruti,Dzire,ZXI AMT,2017,"28,751km",Petrol,Second Owner,Sedan,Mumbai,620000.0
4253,Tata,Indigo,ECS LX,2012,"74,253km",Diesel,First Owner,Sedan,Mumbai,175000.0
4254,Maruti,Swift,Dzire VDI BS IV,2012,"86,683km",Diesel,First Owner,Sedan,Mumbai,421399.0
4255,Maruti,Swift,Dzire VXI AT,2015,"39,064km",Petrol,First Owner,Sedan,Mumbai,555000.0
4256,Volkswagen,Vento,HIGHLINE DIESEL,2013,"71,435km",Diesel,First Owner,Sedan,Mumbai,420000.0
4257,Volkswagen,Vento,COMFORTLINE DIESEL,2014,"73,775km",Diesel,First Owner,Sedan,Mumbai,344599.0
4258,Maruti,Ciaz,ALPHA 1.4 VVT AMT,2018,"14,957km",Petrol,First Owner,Sedan,Mumbai,947046.0
4259,Hyundai,Verna,1.6 SX+ VTVT AT,2018,"21,081km",Petrol,First Owner,Sedan,Mumbai,1065000.0
4260,Maruti,Swift,Dzire ZDI,2013,"84,285km",Diesel,First Owner,Sedan,Mumbai,475000.0
4261,Honda,City,VX (O) CVT PETROL,2015,"22,150km",Petrol,First Owner,Sedan,Mumbai,825000.0
4262,Maruti,Swift,Dzire VDI BS IV,2013,"87,964km",Diesel,First Owner,Sedan,Mumbai,466799.0
4263,Honda,City,VX CVT PETROL,2016,"45,290km",Petrol,First Owner,Sedan,Mumbai,820000.0
4264,Maruti,Ciaz,DELTA 1.4 VVT,2017,"55,229km",Petrol,First Owner,Sedan,Mumbai,650000.0
4265,Honda,Amaze,1.5 EMT I DTEC,2015,"84,226km",Diesel,First Owner,Sedan,Mumbai,423899.0
4266,Ford,Figo,Aspire 1.5 TITANIUM+ DIESEL,2018,"41,438km",Diesel,First Owner,Sedan,Mumbai,625000.0
4267,Maruti,SX4,VXI,2009,"74,713km",Petrol,First Owner,Sedan,Mumbai,249000.0
4268,Hyundai,Verna,1.6 CRDI SX,2017,"44,076km",Diesel,First Owner,Sedan,Mumbai,875000.0
4269,Maruti,Swift,Dzire VDI BS IV,2010,"1,10,215km",Diesel,First Owner,Sedan,Mumbai,291299.0
4270,Hyundai,Verna,FLUIDIC 1.6 EX CRDI,2011,"1,00,581km",Diesel,Second Owner,Sedan,Mumbai,295000.0
4271,Maruti,Dzire,VDI,2018,"52,892km",Diesel,First Owner,Sedan,Mumbai,720000.0
4272,Maruti,Ciaz,VDI PLUS,2014,"86,599km",Diesel,First Owner,Sedan,Mumbai,525000.0
4273,Honda,City,V MT PETROL,2010,"1,30,339km",Petrol,First Owner,Sedan,Mumbai,302399.0
4274,Chevrolet,Sail,1.3 LS ABS,2013,"84,842km",Diesel,First Owner,Sedan,Mumbai,200000.0
4275,Honda,City,S MT PETROL,2010,"85,143km",Petrol,First Owner,Sedan,Mumbai,310000.0
4276,Honda,City,VX CVT PETROL,2016,"53,621km",Petrol,First Owner,Sedan,Mumbai,796675.0
4277,Maruti,SX4,VXI,2007,"1,20,343km",Petrol,Second Owner,Sedan,Mumbai,175000.0
4278,Maruti,Ciaz,ZXI,2015,"71,266km",Petrol,First Owner,Sedan,Mumbai,615000.0
4279,Hyundai,Verna,FLUIDIC 1.6 CRDI SX OPT AT,2013,"69,409km",Diesel,First Owner,Sedan,Mumbai,540000.0
4280,Volkswagen,Jetta,COMFORTLINE 2.0L TDI,2014,"66,622km",Diesel,First Owner,Sedan,Mumbai,860000.0
4281,Maruti,Swift,Dzire ZXI 1.2 BS IV,2013,"1,12,332km",Petrol,First Owner,Sedan,Mumbai,400000.0
4282,Maruti,Swift,Dzire VXI AT,2013,"81,740km",Petrol,Second Owner,Sedan,Mumbai,400000.0
4283,Maruti,Ciaz,VDI+ SHVS,2016,"98,042km",Diesel,First Owner,Sedan,Mumbai,601299.0
4284,Maruti,Ciaz,ZDI,2014,"1,22,749km",Diesel,First Owner,Sedan,Mumbai,500000.0
4285,Nissan,Sunny,XV DIESEL,2012,"1,41,087km",Diesel,First Owner,Sedan,Mumbai,282999.0
4286,Hyundai,Verna,1.6 SX VTVT AT (O),2018,"42,194km",Petrol,First Owner,Sedan,Mumbai,990000.0
4287,Maruti,Ciaz,ZDI+ SHVS,2015,"92,609km",Diesel,First Owner,Sedan,Mumbai,610000.0
4288,Maruti,SX4,VXI,2011,"1,20,292km",Petrol,First Owner,Sedan,Mumbai,240000.0
4289,Maruti,Ciaz,VDI,2016,"77,431km",Diesel,First Owner,Sedan,Mumbai,600000.0
4290,Chevrolet,Sail,1.3 LS,2017,"1,74,727km",Diesel,First Owner,Sedan,Mumbai,325000.0
4291,Hyundai,Xcent,SX 1.2 OPT,2015,"26,544km",Petrol,First Owner,Sedan,Mumbai,398699.0
4292,Honda,City,CORPORATE MT,2012,"34,202km",Petrol,First Owner,Sedan,Mumbai,373999.0
4293,Toyota,Etios,VX,2011,"37,505km",Petrol,First Owner,Sedan,Mumbai,254699.0
4294,Tata,Zest,XMA QUADRAJET 90PS,2014,"29,165km",Diesel,Second Owner,Sedan,Mumbai,393499.0
4295,Honda,Amaze,1.2 SMT I VTEC,2013,"33,175km",Petrol,First Owner,Sedan,Mumbai,334399.0
4296,Volkswagen,Vento,TRENDLINE PETROL,2012,"30,249km",Petrol,First Owner,Sedan,Mumbai,325000.0
4297,Hyundai,Verna,FLUIDIC 1.6 EX VTVT,2013,"33,807km",Petrol,First Owner,Sedan,Mumbai,428499.0
4298,Maruti,Swift,Dzire VXI AMT,2014,"56,818km",Petrol,First Owner,Sedan,Mumbai,378399.0
4299,Toyota,Etios,VD,2012,"67,749km",Diesel,First Owner,Sedan,Mumbai,370799.0
4300,Toyota,Etios,G,2011,"69,385km",Petrol,First Owner,Sedan,Mumbai,299299.0
4301,Skoda,Rapid,AMBITION 1.6 MPI MT PLUS,2014,"55,444km",Petrol,First Owner,Sedan,Mumbai,427399.0
4302,Maruti,Swift,Dzire VXI 1.2 BS IV,2013,"53,681km",Petrol,First Owner,Sedan,Mumbai,388699.0
4303,Honda,City,V MT PETROL,2012,"66,745km",Petrol,First Owner,Sedan,Mumbai,384899.0
4304,Honda,Amaze,1.2 S CVT I VTEC,2019,"19,679km",Petrol,First Owner,Sedan,Mumbai,655799.0
4305,Honda,City,1.5 E MT PETROL,2010,"61,291km",Petrol,First Owner,Sedan,Mumbai,298399.0
4306,Honda,City,VX MT PETROL,2016,"30,191km",Petrol,First Owner,Sedan,Mumbai,668499.0
4307,Maruti,Ciaz,ZETA 1.4 VVT,2017,"50,343km",Petrol,First Owner,Sedan,Mumbai,586499.0
4308,Maruti,Swift,Dzire VDI BS IV,2012,"70,152km",Diesel,Second Owner,Sedan,Mumbai,406199.0
4309,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"55,125km",Petrol,First Owner,Sedan,Mumbai,480000.0
4310,Honda,City,S MT PETROL,2010,"85,037km",Petrol,First Owner,Sedan,Mumbai,286199.0
4311,Maruti,Swift,Dzire VDI BS IV,2012,"92,029km",Diesel,Second Owner,Sedan,Mumbai,393999.0
4312,Honda,City,S MT PETROL,2009,"1,10,210km",Petrol,Third Owner,Sedan,Mumbai,231099.0
4313,Volkswagen,Vento,COMFORTLINE DIESEL,2013,"1,20,100km",Diesel,First Owner,Sedan,Mumbai,415499.0
4314,Maruti,Swift,Dzire VXI 1.2 BS IV,2011,"27,101km",Petrol,First Owner,Sedan,Mumbai,274199.0
4315,Fiat,Linea,DYNAMIC 1.4,2010,"61,854km",Petrol,First Owner,Sedan,Mumbai,120000.0
4316,Nissan,Sunny,XV DIESEL,2012,"39,235km",Diesel,First Owner,Sedan,Mumbai,325000.0
4317,Hyundai,Verna,FLUIDIC 1.6 SX VTVT,2011,"76,292km",Petrol,First Owner,Sedan,Mumbai,357099.0
4318,Volkswagen,Vento,HIGHLINE DIESEL,2012,"86,960km",Diesel,First Owner,Sedan,Mumbai,338099.0
4319,Maruti,Swift,Dzire VXI AMT,2012,"83,938km",Petrol + CNG,Second Owner,Sedan,Mumbai,375000.0
4320,Honda,Civic,1.8V AT,2010,"74,389km",Petrol,First Owner,Sedan,Mumbai,320000.0
4321,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"91,414km",Petrol,First Owner,Sedan,Mumbai,436899.0
4322,Hyundai,Verna,FLUIDIC 1.6 EX CRDI AT,2013,"93,245km",Diesel,First Owner,Sedan,Mumbai,525000.0
4323,Hyundai,Xcent,S 1.2 OPT,2014,"35,311km",Petrol,First Owner,Sedan,Mumbai,436699.0
4324,Hyundai,Xcent,SX 1.2,2014,"23,325km",Petrol,Second Owner,Sedan,Mumbai,454099.0
4325,Volkswagen,Jetta,TRENDLINE 1.6,2010,"54,780km",Petrol,First Owner,Sedan,Mumbai,321599.0
4326,Honda,City,S MT PETROL,2010,"41,911km",Petrol,First Owner,Sedan,Mumbai,334699.0
4327,Toyota,Etios,VX,2011,"66,259km",Petrol,First Owner,Sedan,Mumbai,302399.0
4328,Honda,Civic,1.8V AT,2010,"58,455km",Petrol,Second Owner,Sedan,Mumbai,287399.0
4329,Honda,City,V MT PETROL,2012,"66,445km",Petrol,Fourth Owner,Sedan,Mumbai,360199.0
4330,Honda,Amaze,1.2 SMT I VTEC,2014,"35,265km",Petrol,First Owner,Sedan,Mumbai,418599.0
4331,Honda,City,SV CVT PETROL,2015,"40,293km",Petrol,First Owner,Sedan,Mumbai,618699.0
4332,Hyundai,Verna,FLUIDIC 1.6 VTVT S (O) MT,2015,"25,274km",Petrol,First Owner,Sedan,Mumbai,516099.0
4333,Honda,City,V AT,2012,"41,237km",Petrol,First Owner,Sedan,Mumbai,496599.0
4334,Honda,City,VX MT PETROL,2015,"51,038km",Petrol,Second Owner,Sedan,Mumbai,593799.0
4335,Maruti,Swift,Dzire VXI 1.2 BS IV,2011,"70,415km",Petrol,First Owner,Sedan,Mumbai,329599.0
4336,Honda,Amaze,1.2 SMT I VTEC,2015,"43,575km",Petrol,First Owner,Sedan,Mumbai,420399.0
4337,Honda,Amaze,1.2 SMT I VTEC,2014,"49,724km",Petrol,First Owner,Sedan,Mumbai,399499.0
4338,Honda,City,S MT PETROL,2012,"83,929km",Petrol,First Owner,Sedan,Mumbai,360999.0
4339,Honda,Amaze,1.5 SX MT I DTEC,2014,"54,831km",Diesel,First Owner,Sedan,Mumbai,375899.0
4340,Honda,City,V MT PETROL,2014,"66,724km",Petrol,First Owner,Sedan,Mumbai,488899.0
4341,Maruti,Dzire,VXI,2018,"8,604km",Petrol,First Owner,Sedan,Mumbai,636099.0
4342,Maruti,Swift,Dzire VDI BS IV,2012,"1,02,985km",Diesel,Second Owner,Sedan,Mumbai,391199.0
4343,Honda,City,V MT PETROL,2016,"32,972km",Petrol,First Owner,Sedan,Mumbai,640199.0
4344,Ford,Figo,Aspire 1.5 TREND DIESEL,2018,"27,760km",Diesel,First Owner,Sedan,Mumbai,596599.0
4345,Honda,City,S MT PETROL,2010,"86,174km",Petrol,First Owner,Sedan,Mumbai,367399.0
4346,Maruti,Ciaz,VXI PLUS,2016,"53,647km",Petrol,First Owner,Sedan,Mumbai,545599.0
4347,Maruti,Swift,Dzire VDI BS IV,2013,"74,265km",Diesel,First Owner,Sedan,Mumbai,441399.0
4348,Maruti,Dzire,VDI,2017,"29,736km",Diesel,First Owner,Sedan,Mumbai,702099.0
4349,Honda,City,S MT PETROL,2010,"90,590km",Petrol,Second Owner,Sedan,Mumbai,318199.0
4350,Maruti,Dzire,VDI,2017,"15,738km",Diesel,First Owner,Sedan,Mumbai,697799.0
4351,Hyundai,Verna,1.6 SX (O) CRDI MT,2017,"42,544km",Diesel,Second Owner,Sedan,Mumbai,957099.0
4352,Hyundai,Verna,1.6 SX VTVT (O),2018,"40,494km",Petrol,First Owner,Sedan,Mumbai,888199.0
4353,Volkswagen,Vento,HIGHLINE DIESEL,2012,"1,09,149km",Diesel,Third Owner,Sedan,Mumbai,296099.0
4354,Honda,City,V MT PETROL,2009,"1,48,906km",Petrol,Second Owner,Sedan,Mumbai,225999.0
4355,Maruti,Ciaz,ZDI SHVS HYBIRD,2016,"72,862km",Diesel,First Owner,Sedan,Mumbai,621799.0
4356,Volkswagen,Ameo,HIGHLINE PLUS DSG 1.5,2019,"16,641km",Diesel,First Owner,Sedan,Mumbai,825099.0
4357,Volkswagen,Vento,HIGHLINE PETROL,2015,"73,613km",Petrol,First Owner,Sedan,Mumbai,459499.0
4358,Maruti,Dzire,ZXI,2017,"65,919km",Petrol,First Owner,Sedan,Mumbai,642799.0
4359,Maruti,Dzire,VDI,2017,"60,178km",Diesel,First Owner,Sedan,Mumbai,650499.0
4360,Honda,City,VX MT DIESEL,2014,"94,530km",Diesel,First Owner,Sedan,Mumbai,542399.0
4361,Honda,Amaze,1.5 EXMT I DTEC,2013,"1,02,171km",Diesel,Second Owner,Sedan,Mumbai,332899.0
4362,Maruti,Ciaz,ZETA 1.3 DDIS SHVS,2017,"86,385km",Diesel,First Owner,Sedan,Mumbai,696599.0
4363,Honda,Amaze,1.2 SX MT I VTEC,2015,"79,348km",Petrol,Second Owner,Sedan,Mumbai,427999.0
4364,Maruti,Ciaz,ZDI+ SHVS,2016,"98,340km",Diesel,First Owner,Sedan,Mumbai,662599.0
4365,Maruti,Swift,Dzire VDI BS IV,2013,"84,797km",Diesel,First Owner,Sedan,Mumbai,494199.0
4366,Maruti,Swift,Dzire VDI BS IV,2010,"1,60,205km",Diesel,Second Owner,Sedan,Mumbai,264699.0
4367,Maruti,Swift,Dzire ZDI,2012,"1,10,866km",Diesel,First Owner,Sedan,Mumbai,501899.0
4368,Honda,Amaze,1.5 SX MT I DTEC,2014,"1,13,188km",Diesel,First Owner,Sedan,Mumbai,342199.0
4369,Volkswagen,Jetta,TRENDLINE 2.0L TDI,2011,"1,37,022km",Diesel,First Owner,Sedan,Mumbai,414299.0
4370,Ford,Fiesta,TITANIUM PLUS PETROL AT,2012,"1,24,474km",Petrol,First Owner,Sedan,Mumbai,306799.0
4371,Maruti,Swift,Dzire VDI BS IV,2012,"1,36,000km",Diesel,First Owner,Sedan,Mumbai,422099.0
4372,Honda,City,V MT DIESEL,2014,"1,01,866km",Diesel,Second Owner,Sedan,Mumbai,505099.0
4373,Maruti,Ciaz,VDI+ SHVS,2016,"1,41,441km",Diesel,First Owner,Sedan,Mumbai,531299.0
4374,Skoda,Rapid,1.5 TDI MT ELEGANCE,2015,"1,09,203km",Diesel,Second Owner,Sedan,Mumbai,442299.0
4375,Honda,Amaze,1.2 VXMT I VTEC,2014,"1,51,898km",Petrol,First Owner,Sedan,Mumbai,294799.0
4376,Volkswagen,Jetta,HIGHLINE TDI AT,2015,"96,631km",Diesel,First Owner,Sedan,Mumbai,973799.0
4377,Skoda,Rapid,1.6 MPI STYLE PLUS AT,2016,"1,25,335km",Petrol,First Owner,Sedan,Mumbai,574199.0
4378,Volkswagen,Jetta,HIGHLINE TDI AT,2015,"99,815km",Diesel,First Owner,Sedan,Mumbai,1036399.0
4379,Volkswagen,Vento,COMFORTLINE DIESEL,2013,"1,46,692km",Diesel,First Owner,Sedan,Mumbai,369299.0
4380,Maruti,Ciaz,VDI+ SHVS,2016,"82,646km",Diesel,First Owner,Sedan,Mumbai,587399.0
4381,Honda,City,S MT PETROL,2009,"49,788km",Petrol,Fourth Owner,Sedan,Mumbai,190299.0
4382,Maruti,Swift,Dzire VXI 1.2 BS IV,2014,"19,856km",Petrol,First Owner,Sedan,Mumbai,451799.0
4383,Honda,City,1.5 E MT PETROL,2010,"44,689km",Petrol,First Owner,Sedan,Mumbai,257599.0
4384,Maruti,Swift,Dzire ZXI 1.2 BS IV,2012,"41,385km",Petrol,Second Owner,Sedan,Mumbai,345699.0
4385,Maruti,Dzire,ZXI Plus,2020,"1,447km",Petrol,First Owner,Sedan,Mumbai,811199.0
4386,Hyundai,Accent,EXECUTIVE GLE,2011,"58,344km",Petrol,First Owner,Sedan,Mumbai,140999.0
4387,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"36,553km",Petrol,First Owner,Sedan,Mumbai,521099.0
4388,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2013,"42,234km",Diesel,First Owner,Sedan,Mumbai,484999.0
4389,Volkswagen,Ameo,COMFORTLINE 1.2,2016,"52,907km",Petrol,First Owner,Sedan,Mumbai,372099.0
4390,Toyota,Etios,G,2011,"69,474km",Petrol,First Owner,Sedan,Mumbai,294499.0
4391,Honda,Amaze,1.2 SMT I VTEC,2013,"20,924km",Petrol,First Owner,Sedan,Mumbai,382599.0
4392,Honda,City,SV MT DIESEL,2014,"36,740km",Diesel,Second Owner,Sedan,Mumbai,537799.0
4393,Tata,Zest,XM RT 90 PS ABS,2015,"54,025km",Petrol,First Owner,Sedan,Mumbai,327499.0
4394,Hyundai,Xcent,S 1.2,2014,"56,684km",Petrol,First Owner,Sedan,Mumbai,336599.0
4395,Honda,City,SV MT PETROL,2017,"22,018km",Petrol,Second Owner,Sedan,Mumbai,652199.0
4396,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"40,712km",Petrol,Second Owner,Sedan,Mumbai,486599.0
4397,Maruti,Swift,Dzire VXI 1.2 BS IV,2013,"60,100km",Petrol,First Owner,Sedan,Mumbai,395199.0
4398,Volkswagen,Ameo,HIGHLINE 1.2,2016,"9,755km",Petrol,First Owner,Sedan,Mumbai,495499.0
4399,Maruti,Swift,Dzire VXI 1.2 BS IV,2016,"23,165km",Petrol,First Owner,Sedan,Mumbai,518099.0
4400,Honda,City,VX MT PETROL,2017,"18,494km",Petrol,First Owner,Sedan,Mumbai,806299.0
4401,Toyota,Etios,V,2011,"90,883km",Petrol,First Owner,Sedan,Mumbai,265199.0
4402,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"57,742km",Petrol,Second Owner,Sedan,Mumbai,425599.0
4403,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2012,"84,924km",Diesel,First Owner,Sedan,Mumbai,409599.0
4404,Volkswagen,Jetta,HIGHLINE TDI AT,2015,"36,427km",Diesel,First Owner,Sedan,Mumbai,789399.0
4405,Honda,City,S MT PETROL,2010,"94,393km",Petrol,Second Owner,Sedan,Mumbai,258999.0
4406,Volkswagen,Vento,HIGHLINE 1.2 TSI AT,2016,"68,067km",Petrol,First Owner,Sedan,Mumbai,640999.0
4407,Honda,Amaze,1.2 EXMT I VTEC,2014,"75,156km",Petrol,First Owner,Sedan,Mumbai,367599.0
4408,Volkswagen,Vento,HIGHLINE DIESEL,2013,"81,479km",Diesel,Second Owner,Sedan,Mumbai,404899.0
4409,Hyundai,Verna,FLUIDIC 1.6 EX CRDI,2012,"1,01,815km",Diesel,Second Owner,Sedan,Mumbai,398599.0
4410,Honda,Accord,2.4 MT,2010,"1,05,813km",Petrol,First Owner,Sedan,Mumbai,353299.0
4411,Hyundai,Verna,FLUIDIC 1.6 SX CRDI OPT,2012,"1,52,684km",Diesel,First Owner,Sedan,Mumbai,378899.0
4412,Honda,City,SV MT DIESEL,2014,"90,138km",Diesel,First Owner,Sedan,Mumbai,506699.0
4413,Volkswagen,Vento,HIGHLINE PETROL,2014,"93,629km",Petrol,First Owner,Sedan,Mumbai,379399.0
4414,Honda,City,V MT PETROL,2015,"94,953km",Petrol,First Owner,Sedan,Mumbai,505699.0
4415,Tata,Zest,XT QUADRAJET 90PS,2015,"95,551km",Diesel,First Owner,Sedan,Mumbai,384999.0
4416,Maruti,Swift,Dzire ZDI,2015,"1,12,267km",Diesel,First Owner,Sedan,Mumbai,531799.0
4417,Hyundai,Verna,FLUIDIC 1.6 SX CRDI,2013,"1,84,523km",Diesel,First Owner,Sedan,Mumbai,401299.0
4418,Maruti,Swift,Dzire VDI BS IV,2014,"1,26,083km",Diesel,First Owner,Sedan,Mumbai,493899.0
4419,Volkswagen,Vento,HIGHLINE PETROL AT,2011,"32,197km",Petrol,First Owner,Sedan,Mumbai,338699.0
4420,Honda,City,V MT PETROL,2016,"23,773km",Petrol,First Owner,Sedan,Mumbai,650899.0
4421,Honda,Amaze,1.2 VXMT I VTEC,2019,"15,874km",Petrol,First Owner,Sedan,Mumbai,689799.0
4422,Maruti,Swift,Dzire VXI,2010,"32,349km",Petrol,First Owner,Sedan,Mumbai,274399.0
4423,Honda,City,S MT PETROL,2009,"83,935km",Petrol,First Owner,Sedan,Mumbai,237199.0
4424,Maruti,Swift,Dzire VDI BS IV,2010,"84,008km",Diesel,Second Owner,Sedan,Mumbai,278999.0
4425,Maruti,Swift,Dzire VXI 1.2 BS IV,2015,"70,649km",Petrol,First Owner,Sedan,Mumbai,435199.0
4426,Maruti,Swift,Dzire VXI 1.2 BS IV,2012,"78,982km",Petrol,First Owner,Sedan,Mumbai,363999.0
4427,Maruti,Swift,Dzire VDI BS IV,2013,"78,840km",Diesel,First Owner,Sedan,Mumbai,452899.0
4428,Skoda,Rapid,1.6 TDI MT AMBITION PLUS,2014,"93,514km",Diesel,Second Owner,Sedan,Mumbai,384799.0
4429,Maruti,Swift,Dzire VDI BS IV,2010,"1,97,455km",Diesel,First Owner,Sedan,Mumbai,263499.0
4430,Maruti,Swift,Dzire ZDI,2015,"1,52,963km",Diesel,First Owner,Sedan,Mumbai,500199.0
4431,Volkswagen,Vento,HIGHLINE TDI AT,2016,"1,23,078km",Diesel,First Owner,Sedan,Mumbai,606399.0
4432,Honda,City,VX MT PETROL,2015,"62,358km",Petrol,First Owner,Sedan,Mumbai,617999.0
4433,Skoda,Rapid,Style 1.5 TDI AT,2016,"55,629km",Diesel,First Owner,Sedan,Mumbai,635499.0
4434,Maruti,Ciaz,ZXI,2014,"37,552km",Petrol,First Owner,Sedan,Mumbai,527699.0
4435,Toyota,Etios,GD,2013,"74,221km",Diesel,First Owner,Sedan,Mumbai,380799.0
4436,Maruti,Dzire,ZXI,2017,"37,024km",Petrol,First Owner,Sedan,Mumbai,599199.0
4437,Toyota,Innova,2.5 G4 8 STR,2010,"64,387km",Diesel,First Owner,SUV,Mumbai,563199.0
4438,Hyundai,VENUE,S MT 1.2 KAPPA,2020,"11,974km",Petrol,First Owner,SUV,Mumbai,878250.0
4439,Maruti,Vitara,Brezza ZDI,2018,"14,232km",Diesel,First Owner,SUV,Mumbai,849999.0
4440,Honda,WR-V,1.2 i-VTEC VX MT,2017,"30,982km",Petrol,Second Owner,SUV,Mumbai,659499.0
4441,Hyundai,VENUE,1.0L Turbo GDI SX MT,2019,"5,237km",Petrol,First Owner,SUV,Mumbai,984599.0
4442,Toyota,Innova,2.5 G4 8 STR,2009,"96,460km",Diesel,First Owner,SUV,Mumbai,434299.0
4443,Maruti,Ertiga,VXI OPTIONAL,2016,"16,815km",Petrol,Second Owner,SUV,Mumbai,652499.0
4444,Maruti,Vitara,Brezza ZDI PLUS DUAL TONE,2016,"39,144km",Diesel,First Owner,SUV,Mumbai,812599.0
4445,Maruti,Ertiga,VDI SHVS,2016,"30,894km",Diesel,First Owner,SUV,Mumbai,744499.0
4446,Hyundai,VENUE,1.0 TURBO GDI SX+ AT,2019,"5,450km",Petrol,First Owner,SUV,Mumbai,1131999.0
4447,Honda,WR-V,1.2 i-VTEC VX MT,2017,"37,386km",Petrol,First Owner,SUV,Mumbai,692199.0
4448,Maruti,Ertiga,VDI ABS,2013,"74,233km",Diesel,First Owner,SUV,Mumbai,565999.0
4449,Maruti,Vitara,Brezza ZDI,2017,"49,223km",Diesel,First Owner,SUV,Mumbai,798999.0
4450,Maruti,Ertiga,VDI SHVS,2016,"51,097km",Diesel,First Owner,SUV,Mumbai,758699.0
4451,Maruti,Ertiga,VDI SHVS,2016,"58,796km",Diesel,First Owner,SUV,Mumbai,716399.0
4452,Honda,WR-V,1.2 i-VTEC VX MT,2017,"49,525km",Petrol,First Owner,SUV,Mumbai,652099.0
4453,Maruti,Vitara,Brezza VDI,2017,"24,165km",Diesel,First Owner,SUV,Mumbai,764499.0
4454,Toyota,Innova,2.5 GX 8 STR BS IV,2012,"41,669km",Diesel,First Owner,SUV,Mumbai,764299.0
4455,Tata,NEXON,XZ+ 1.5,2018,"24,568km",Diesel,First Owner,SUV,Mumbai,866899.0
4456,Maruti,Vitara,Brezza ZDI PLUS DUAL TONE,2018,"37,061km",Diesel,First Owner,SUV,Mumbai,906099.0
4457,Tata,Hexa,Varicor 400 XM,2018,"33,271km",Diesel,First Owner,SUV,Mumbai,1109099.0
4458,Maruti,Ertiga,VDI SHVS,2016,"19,170km",Diesel,Second Owner,SUV,Mumbai,721099.0
4459,Maruti,Vitara,Brezza ZDI PLUS DUAL TONE,2016,"51,377km",Diesel,First Owner,SUV,Mumbai,781999.0
4460,Maruti,Ertiga,VDI SHVS,2017,"51,203km",Diesel,First Owner,SUV,Mumbai,730199.0
4461,Maruti,Ertiga,ZXI Plus SHVS,2019,"11,689km",Petrol,First Owner,SUV,Mumbai,1096930.0
